rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,current_age
2020.0,1400.0,Diversified,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,True,Split Family Fortune,F,1932-07-20 00:00:00,Maggi,Lucia,4/4/2023 5:01,1932.0,7.0,20.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,92.0
2020.0,1400.0,Media & Entertainment,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,False,E,M,1954-02-26 00:00:00,Magness,Gary,4/4/2023 5:01,1954.0,2.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71.0
2020.0,1400.0,Technology,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,True,D,M,1941-01-01 00:00:00,Mao,Lixiang,4/4/2023 5:01,1941.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,84.0
2020.0,1400.0,Manufacturing,David McMurtry,82.0,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,True,D,M,1940-05-03 00:00:00,McMurtry,David,4/4/2023 5:01,1940.0,5.0,3.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,84.0
2020.0,1400.0,Manufacturing,Deepak Mehta,66.0,India,Vadodara,Chemicals,Manufacturing,India,False,D,M,1956-12-12 00:00:00,Mehta,Deepak,4/4/2023 5:01,1956.0,12.0,12.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,68.0
2020.0,1400.0,Real Estate,Miao Shouliang,68.0,China,Shenzhen,Real estate,Real Estate,China,True,D,M,1955-01-01 00:00:00,Miao,Shouliang,4/4/2023 5:01,1955.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70.0
2020.0,1400.0,Healthcare,Miao Yongjun,55.0,China,Zhengzhou,Clinical diagnostics,Healthcare,China,True,U,M,1967-12-01 00:00:00,Miao,Yongjun,4/4/2023 5:01,1967.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57.0
2020.0,1400.0,Real Estate,Yoshiko Mori,82.0,Japan,Tokyo,Real estate,Real Estate,Japan,False,U,F,1940-09-24 00:00:00,Mori,Yoshiko,4/4/2023 5:01,1940.0,9.0,24.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,84.0
2020.0,1400.0,Technology,Marius Nacht,57.0,Israel,Tel Aviv,Software,Technology,Israel,True,E,M,1966-01-01 00:00:00,Nacht,Marius,4/4/2023 5:01,1966.0,1.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,59.0
2020.0,1400.0,Healthcare,Tadako Nakatani,65.14019417475728,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,False,D,F,1965-01-01 00:00:00,Nakatani,Tadako,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,67.19695787831513
2020.0,1400.0,Metals & Mining,Vadim Novinsky,59.0,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,True,U,M,1963-06-03 00:00:00,Novinsky,Vadim,4/4/2023 5:01,1963.0,6.0,3.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,61.0
2020.0,1400.0,Finance & Investments,Niti Osathanugrah,49.0,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,False,D,M,1973-10-18 00:00:00,Osathanugrah,Niti,4/4/2023 5:01,1973.0,10.0,18.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,51.0
2020.0,1400.0,Finance & Investments,Gretel Packer,57.0,Australia,Sydney,Investments,Finance & Investments,Australia,False,D,F,1966-04-01 00:00:00,Packer,Gretel,4/4/2023 5:01,1966.0,4.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,59.0
2020.0,1400.0,Manufacturing,Pan Longquan,58.0,China,Nanjing,Manufacturing,Manufacturing,China,True,N,M,1965-01-01 00:00:00,Pan,Longquan,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
2020.0,1400.0,Real Estate,Pan Shiyi,60.0,China,Beijing,Real estate,Real Estate,China,True,Split Family Fortune,M,1963-01-01 00:00:00,Pan,Shiyi,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
2020.0,1400.0,Healthcare,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,True,D,M,1966-12-25 00:00:00,Paul,David,4/4/2023 5:01,1966.0,12.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,58.0
2020.0,1400.0,Fashion & Retail,Tom Persson,38.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,M,1985-01-01 00:00:00,Persson,Tom,4/4/2023 5:01,1985.0,1.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,40.0
2020.0,1400.0,Automotive,Qian Jinghong,50.0,China,Wuxi,Electric scooters,Automotive,China,True,R,F,1973-01-01 00:00:00,Qian,Jinghong,4/4/2023 5:01,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52.0
2020.0,1400.0,Manufacturing,Qin Long,57.0,China,Qingdao,Tire,Manufacturing,China,True,D,M,1965-07-01 00:00:00,Qin,Long,4/4/2023 5:01,1965.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
2020.0,1400.0,Healthcare,M.Satyanarayana Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,True,D,M,1957-04-18 00:00:00,Reddy,M.Satyanarayana,4/4/2023 5:01,1957.0,4.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,67.0
2020.0,1400.0,Diversified,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,True,D,M,1929-05-12 00:00:00,Riady,Mochtar,4/4/2023 5:01,1929.0,5.0,12.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,95.0
2020.0,1400.0,Construction & Engineering,Boris Rotenberg,66.0,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,True,U,M,1957-01-03 00:00:00,Rotenberg,Boris,4/4/2023 5:01,1957.0,1.0,3.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,68.0
2020.0,1400.0,Real Estate,Subhash Runwal,79.0,India,Mumbai,Real estate,Real Estate,India,True,E,M,1943-05-22 00:00:00,Runwal,Subhash,4/4/2023 5:01,1943.0,5.0,22.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,81.0
2020.0,1400.0,Manufacturing,Igor Rybakov,50.0,Russia,Moscow,Building materials,Manufacturing,Russia,True,U,M,1972-05-16 00:00:00,Rybakov,Igor,4/4/2023 5:01,1972.0,5.0,16.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,52.0
2020.0,1400.0,Healthcare,Carlos Sanchez,61.0,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,False,E,M,1962-01-21 00:00:00,Sanchez,Carlos,4/4/2023 5:01,1962.0,1.0,21.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,63.0
2020.0,1400.0,Real Estate,Martin Selig,85.0,United States,Seattle,Real estate,Real Estate,United States,True,E,M,1937-12-31 00:00:00,Selig,Martin,4/4/2023 5:01,1937.0,12.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87.0
2020.0,1400.0,Energy,Airat Shaimiev,61.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,True,U,M,1962-03-07 00:00:00,Shaimiev,Airat,4/4/2023 5:01,1962.0,3.0,7.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,63.0
2020.0,1400.0,Energy,Radik Shaimiev,58.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,True,U,M,1964-11-14 00:00:00,Shaimiev,Radik,4/4/2023 5:01,1964.0,11.0,14.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60.0
2020.0,1400.0,Fashion & Retail,Nobutoshi Shimamura,97.0,Japan,Saitama,Retail,Fashion & Retail,Japan,True,U,M,1926-03-08 00:00:00,Shimamura,Nobutoshi,4/4/2023 5:01,1926.0,3.0,8.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,99.0
2020.0,1400.0,Technology,Jared Smith,48.0,United States,Provo,Cloud computing,Technology,United States,True,E,M,1974-10-02 00:00:00,Smith,Jared,4/4/2023 5:01,1974.0,10.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50.0
2020.0,1400.0,Fashion & Retail,Charlotte Soderstrom,46.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,F,1977-01-01 00:00:00,Soderstrom,Charlotte,4/4/2023 5:01,1977.0,1.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,48.0
2020.0,1400.0,Healthcare,Anand Surana,52.0,India,Bangalore,Pharmaceuticals,Healthcare,India,False,D,M,1971-03-24 00:00:00,Surana,Anand,4/4/2023 5:01,1971.0,3.0,24.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,54.0
2020.0,1400.0,Healthcare,Dilip Surana,57.0,India,Bangalore,Pharmaceuticals,Healthcare,India,False,D,M,1966-01-18 00:00:00,Surana,Dilip,4/4/2023 5:01,1966.0,1.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,59.0
2020.0,1400.0,Finance & Investments,Wilma Tisch,95.0,United States,New York,Diversified,Finance & Investments,United States,False,D,F,1927-06-25 00:00:00,Tisch,Wilma,4/4/2023 5:01,1927.0,6.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,97.0
2020.0,1400.0,Technology,Jianyi Wang,60.0,China,Hangzhou,Fiber optic cables,Technology,China,True,U,M,1963-01-12 00:00:00,Wang,Jianyi,4/4/2023 5:01,1963.0,1.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
2020.0,1400.0,Logistics,Wang Jilei,58.0,China,Shanghai,Logistics,Logistics,China,True,U,M,1965-01-01 00:00:00,Wang,Jilei,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
2020.0,1400.0,Manufacturing,Shuifu Wang,68.0,China,Hangzhou,Manufacturing,Manufacturing,China,True,D,M,1955-02-10 00:00:00,Wang,Shuifu,4/4/2023 5:01,1955.0,2.0,10.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70.0
2020.0,1400.0,Manufacturing,Wang Yanqing & family,76.0,China,Weihai,Carbon fiber products,Manufacturing,China,False,D,F,1946-07-02 00:00:00,Wang,Yanqing,4/4/2023 5:01,1946.0,7.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,78.0
2020.0,1400.0,Metals & Mining,Wang Zelong,26.0,China,Jiaozuo,Chemicals,Metals & Mining,China,False,D,M,1996-07-01 00:00:00,Wang,Zelong,4/4/2023 5:01,1996.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,28.0
2020.0,1400.0,Manufacturing,Werner O. Weber,84.0,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,True,E,M,1939-02-09 00:00:00,Weber,Werner O.,4/4/2023 5:01,1939.0,2.0,9.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,86.0
2020.0,1400.0,Manufacturing,Anne Werninghaus,37.0,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,False,U,F,1986-01-01 00:00:00,Werninghaus,Anne,4/4/2023 5:01,1986.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,39.0
2020.0,1400.0,Finance & Investments,"Alfred West, Jr.",80.0,United States,Paoli,Money management,Finance & Investments,United States,True,U,M,1942-12-07 00:00:00,West,Alfred,4/4/2023 5:01,1942.0,12.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
2020.0,1400.0,Manufacturing,Bo Wu,68.0,China,Nanjing,Machinery,Manufacturing,China,True,E,M,1954-05-01 00:00:00,Wu,Bo,4/4/2023 5:01,1954.0,5.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70.0
2020.0,1400.0,Manufacturing,Wu Chaoqun,53.0,China,Meishan,Chemicals,Manufacturing,China,True,U,M,1969-05-18 00:00:00,Wu,Chaoqun,4/4/2023 5:01,1969.0,5.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55.0
2020.0,1400.0,Technology,Swift Xie,43.0,China,Shenzhen,Drones,Technology,China,True,E,M,1980-01-01 00:00:00,Xie,Swift,4/4/2023 5:01,1980.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,45.0
2020.0,1400.0,Manufacturing,Xu Guozhong & family,59.0,China,Changzhou,Motors,Manufacturing,China,True,D,M,1963-09-01 00:00:00,Xu,Guozhong,4/4/2023 5:01,1963.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
2020.0,1400.0,Food & Beverage,Yao Kuizhang,58.0,China,Hengshui,Beverages,Food & Beverage,China,True,D,M,1965-01-01 00:00:00,Yao,Kuizhang,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
2020.0,1400.0,Real Estate,Yu Peidi,63.0,China,Shanghai,Real estate,Real Estate,Hong Kong,True,D,M,1960-01-01 00:00:00,Yu,Peidi,4/4/2023 5:01,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,65.0
2020.0,1400.0,Healthcare,Yuan Liping,52.0,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,False,D,F,1971-01-01 00:00:00,Yuan,Liping,4/4/2023 5:01,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,54.0
2020.0,1400.0,Manufacturing,Zhang Chuanwei & family,60.0,China,Zhongshan,Machinery,Manufacturing,China,True,D,M,1962-06-15 00:00:00,Zhang,Chuanwei,4/4/2023 5:01,1962.0,6.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
2020.0,1400.0,Real Estate,Zhang Keqiang,62.0,China,Guangzhou,Real estate,Real Estate,China,True,D,M,1960-04-29 00:00:00,Zhang,Keqiang,4/4/2023 5:01,1960.0,4.0,29.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,64.0
2020.0,1400.0,Real Estate,Zhang Xin,57.0,China,Beijing,Real estate,Real Estate,China,True,Split Family Fortune,F,1965-08-24 00:00:00,Zhang,Xin,4/4/2023 5:01,1965.0,8.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
2020.0,1400.0,Manufacturing,Xinghai Zhang & family,60.0,China,Chongqing,Machinery,Manufacturing,China,True,D,M,1963-01-01 00:00:00,Zhang,Xinghai,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
2020.0,1400.0,Manufacturing,Zheng Jianjiang & family,62.0,China,Ningbo,Electrical equipment,Manufacturing,China,True,D,M,1961-01-01 00:00:00,Zheng,Jianjiang,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,64.0
2020.0,1400.0,Real Estate,Zhong Sheng Jian,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,True,D,M,1958-03-03 00:00:00,Zhong,Sheng Jian,4/4/2023 5:01,1958.0,3.0,3.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,67.0
2020.0,1400.0,Fashion & Retail,Zhou Chengjian,57.0,China,Shanghai,Fashion retail,Fashion & Retail,China,True,D,M,1965-04-30 00:00:00,Zhou,Chengjian,4/4/2023 5:01,1965.0,4.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
2020.0,1400.0,Diversified,Boris Zingarevich,63.0,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,True,R,M,1959-07-08 00:00:00,Zingarevich,Boris,4/4/2023 5:01,1959.0,7.0,8.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,65.0
2133.0,1300.0,Automotive,A. Jayson Adair,53.0,United States,Dallas,Damaged cars,Automotive,United States,True,U,M,1969-10-16 00:00:00,Adair,A. Jayson,4/4/2023 5:01,1969.0,10.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,55.0
2133.0,1300.0,Logistics,Soegiarto Adikoesoemo,85.0,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,True,R,M,1938-03-24 00:00:00,Adikoesoemo,Soegiarto,4/4/2023 5:01,1938.0,3.0,24.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,87.0
2133.0,1300.0,Healthcare,Rajendra Agarwal,64.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,D,M,1959-02-25 00:00:00,Agarwal,Rajendra,4/4/2023 5:01,1959.0,2.0,25.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,66.0
2133.0,1300.0,Healthcare,Chirayu Amin,76.0,India,Baroda,Pharmaceuticals,Healthcare,India,False,D,M,1946-12-04 00:00:00,Amin,Chirayu,4/4/2023 5:01,1946.0,12.0,4.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,78.0
2133.0,1300.0,Real Estate,Anant Asavabhokhin,72.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,True,E,M,1950-08-11 00:00:00,Asavabhokhin,Anant,4/4/2023 5:01,1950.0,8.0,11.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,74.0
2133.0,1300.0,Finance & Investments,Roman Avdeev,55.0,Russia,Moscow,"Banking, development",Finance & Investments,Russia,True,R,M,1967-07-17 00:00:00,Avdeev,Roman,4/4/2023 5:01,1967.0,7.0,17.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,57.0
2133.0,1300.0,Automotive,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,True,D,M,1959-01-03 00:00:00,Aviram,Ziv,4/4/2023 5:01,1959.0,1.0,3.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,66.0
2133.0,1300.0,Fashion & Retail,Sachin Bansal,41.0,India,Bangalore,Flipkart,Fashion & Retail,India,True,E,M,1981-08-05 00:00:00,Bansal,Sachin,4/4/2023 5:01,1981.0,8.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,43.0
2133.0,1300.0,Energy,Kiki Barki,83.0,Indonesia,Jakarta,Coal,Energy,Indonesia,True,D,M,1939-11-25 00:00:00,Barki,Kiki,4/4/2023 5:01,1939.0,11.0,25.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,85.0
2133.0,1300.0,Construction & Engineering,Elena Baturina,60.0,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,True,D,F,1963-03-08 00:00:00,Baturina,Elena,4/4/2023 5:01,1963.0,3.0,8.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,62.0
2133.0,1300.0,Healthcare,Banwari Lal Bawri,70.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,D,M,1953-04-02 00:00:00,Bawri,Banwari Lal,4/4/2023 5:01,1953.0,4.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,72.0
2133.0,1300.0,Finance & Investments,Othman Benjelloun & family,90.0,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,False,E,M,1932-11-01 00:00:00,Benjelloun,Othman,4/4/2023 5:01,1932.0,11.0,1.0,111.07,0.2,118725279596.0,35.9,113.9,76.5,21.9,45.8,36910560.0,31.791702,-7.09262,92.0
2133.0,1300.0,Diversified,Hari Bhartia,66.0,India,Delhi,Diversified,Diversified,India,False,D,M,1956-12-12 00:00:00,Bhartia,Hari,4/4/2023 5:01,1956.0,12.0,12.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,68.0
2133.0,1300.0,Healthcare,Shyam Bhartia,70.0,India,Delhi,"Pharmaceuticals, food",Healthcare,India,False,D,M,1952-11-09 00:00:00,Bhartia,Shyam,4/4/2023 5:01,1952.0,11.0,9.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,72.0
2133.0,1300.0,Technology,Stewart Butterfield,50.0,United States,Aspen,Messaging software,Technology,Canada,True,D,M,1973-03-21 00:00:00,Butterfield,Stewart,4/4/2023 5:01,1973.0,3.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,52.0
2133.0,1300.0,Technology,Cai Mingtong,71.0,China,Quanzhou,Electronic components,Technology,China,True,D,M,1952-02-15 00:00:00,Cai,Mingtong,4/4/2023 5:01,1952.0,2.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,73.0
2133.0,1300.0,Technology,Anthony Casalena,40.0,United States,Monkton,Software,Technology,United States,True,E,M,1982-04-24 00:00:00,Casalena,Anthony,4/4/2023 5:01,1982.0,4.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,42.0
2133.0,1300.0,Manufacturing,Chang Jianming & family,58.0,China,Shanghai,Industrial equipment,Manufacturing,China,True,N,M,1965-02-11 00:00:00,Chang,Jianming,4/4/2023 5:01,1965.0,2.0,11.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
2133.0,1300.0,Real Estate,Richard Chang,76.0,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,True,D,M,1947-01-01 00:00:00,Chang,Richard,4/4/2023 5:01,1947.0,1.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,78.0
2133.0,1300.0,Metals & Mining,Chen Xuehua,62.0,China,Tongxiang,Minerals processing,Metals & Mining,China,True,D,M,1961-01-01 00:00:00,Chen,Xuehua,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,64.0
2133.0,1300.0,Manufacturing,Chen Yin,50.0,China,Shanghai,Power tools,Manufacturing,China,True,N,M,1973-01-01 00:00:00,Chen,Yin,4/4/2023 5:01,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52.0
2133.0,1300.0,Automotive,Chin Jong Hwa,64.0,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,True,D,M,1958-06-01 00:00:00,Chin,Jong Hwa,4/4/2023 5:01,1958.0,6.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,66.0
2133.0,1300.0,Telecom,R. Marcelo Claure,52.0,United States,Miami Beach,Cell phone distribution,Telecom,United States,True,N,M,1970-12-09 00:00:00,Claure,R. Marcelo,4/4/2023 5:01,1970.0,12.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,54.0
2133.0,1300.0,Finance & Investments,Alberto Cortina,77.0,Spain,Madrid,Investments,Finance & Investments,Spain,True,E,M,1946-01-20 00:00:00,Cortina,Alberto,4/4/2023 5:01,1946.0,1.0,20.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,79.0
2133.0,1300.0,Real Estate,Eduardo Costantini,76.0,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,True,D,M,1946-09-17 00:00:00,Costantini,Eduardo,4/4/2023 5:01,1946.0,9.0,17.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672,78.0
